This file was created by CMPT_IND_RETS using the 202403 CRSP database.
It contains value- and equal-weighted returns for 12 industry portfolios.

The portfolios are constructed at the end of June.

The annual returns are from January to December.

Missing data are indicated by -99.99 or -999.


  Average Value Weighted Returns -- Monthly
,NoDur,Durbl,Manuf,Enrgy,Chems,BusEq,Telcm,Utils,Shops,Hlth ,Money,Other
199711,   1824.10,   1279.94,   1345.82,   2897.47,   2677.39,   1119.31,   3204.82,   1872.34,    899.75,   1322.21,   1336.99,    649.39
199712,   1960.37,   1262.64,   1408.06,   2836.65,   2828.37,   1145.80,   3645.51,   2008.39,    958.98,   1367.22,   1388.52,    662.18
199801,   2058.97,   1317.01,   1405.47,   2808.47,   2875.69,   1104.98,   3846.35,   2179.67,    965.50,   1423.58,   1465.91,    685.41
199802,   2026.50,   1327.64,   1434.53,   2659.27,   2816.44,   1173.01,   4079.73,   2077.63,    982.86,   1509.84,   1437.44,    683.98
199803,   2146.71,   1502.43,   1534.44,   2862.86,   3052.24,   1302.85,   4290.70,   2129.80,   1098.03,   1611.40,   1588.90,    729.25
199804,   2284.94,   1610.33,   1616.48,   3013.08,   3191.02,   1330.83,   4742.43,   2282.82,   1176.49,   1675.00,   1678.49,    777.90
199805,   2225.92,   1638.45,   1638.50,   3173.92,   3234.39,   1415.61,   4610.74,   2220.70,   1178.55,   1720.67,   1727.80,    791.70
199806,   2283.04,   1750.50,   1595.30,   3027.32,   3283.81,   1321.83,   4579.59,   2193.12,   1213.27,   1693.11,   1696.74,    755.28
199807,   2143.90,   1501.94,   1531.39,   2894.37,   3151.18,   1376.76,   4659.45,   2458.49,   1247.10,   1671.72,   1710.85,    728.53
199808,   2068.34,   1496.52,   1462.93,   2735.42,   2890.44,   1391.80,   4911.55,   2318.69,   1217.33,   1680.10,   1707.99,    702.46
199809,   1817.46,   1225.26,   1240.16,   2445.93,   2590.79,   1163.69,   4180.99,   2381.29,   1059.04,   1484.17,   1341.85,    566.31
199810,   1861.30,   1249.51,   1274.39,   2763.90,   2563.03,   1362.63,   4705.24,   2597.42,   1092.98,   1697.87,   1307.66,    594.74
199811,   2087.93,   1211.32,   1424.53,   2811.76,   2874.03,   1460.64,   5106.03,   2543.10,   1212.79,   1784.82,   1416.24,    633.99
199812,   2261.85,   1272.04,   1487.47,   2833.97,   3014.57,   1649.32,   5387.40,   2567.60,   1341.25,   1919.73,   1504.87,    680.28
199901,   2290.31,   1349.14,   1547.85,   2544.24,   3076.70,   1911.90,   6272.33,   2631.12,   1481.43,   2027.00,   1548.82,    714.44
199902,   2226.69,   1456.94,   1605.25,   2402.16,   2973.14,   2221.02,   6956.90,   2471.24,   1522.18,   2047.28,   1562.15,    747.45
199903,   2149.99,   1400.31,   1563.37,   2402.03,   2987.75,   1983.35,   6737.78,   2384.02,   1529.71,   2088.20,   1584.94,    742.36
199904,   2128.23,   1404.76,   1639.13,   2831.26,   3180.24,   2159.67,   6806.28,   2335.13,   1588.89,   2158.63,   1644.27,    750.94
199905,   2228.04,   1547.26,   1778.45,   3368.53,   3541.80,   2236.81,   7488.33,   2512.85,   1605.67,   2048.28,   1758.73,    816.43
199906,   2282.52,   1506.92,   1732.14,   3286.94,   3393.14,   2227.06,   7226.09,   2672.04,   1555.92,   2028.57,   1696.80,    791.51
199907,   2254.31,   1565.43,   1780.63,   3238.98,   3364.85,   2430.98,   7562.13,   2563.34,   1653.28,   2126.29,   1897.28,    853.24
199908,   2209.96,   1467.98,   1779.28,   3392.44,   3377.30,   2412.70,   7569.02,   2563.73,   1584.68,   2049.39,   1799.23,    792.08
199909,   2135.04,   1482.61,   1785.41,   3499.90,   3382.99,   2575.99,   6993.16,   2582.11,   1497.94,   2161.41,   1707.22,    763.52
199910,   1981.92,   1361.66,   1772.09,   3377.91,   3174.30,   2596.74,   6938.82,   2458.28,   1519.70,   2019.17,   1615.42,    759.45
199911,   2128.69,   1416.94,   1882.54,   3363.15,   3505.46,   2702.04,   7673.49,   2495.34,   1576.05,   2294.07,   1860.56,    782.81
199912,   2140.67,   1408.54,   1865.69,   2997.93,   3518.16,   3079.88,   8060.21,   2300.70,   1662.12,   2354.94,   1806.68,    788.89
200001,   2084.50,   1459.35,   2091.65,   3039.56,   3735.92,   3749.58,   8376.01,   2224.14,   1787.89,   2239.42,   1794.44,    872.95
200002,   1996.38,   1455.37,   1923.07,   3076.87,   3476.12,   3588.44,   8191.00,   2353.33,   1596.94,   2432.15,   1721.47,    838.07
200003,   1889.29,   1330.40,   1903.64,   2913.80,   3115.99,   4258.99,   7888.67,   2176.94,   1538.60,   2370.56,   1594.30,    840.47
200004,   2033.79,   1480.89,   2116.30,   3134.94,   2990.45,   4489.79,   8488.14,   2340.77,   1755.82,   2327.44,   1877.54,    890.68
200005,   2020.53,   1632.99,   2154.21,   3089.45,   3016.95,   4059.30,   7674.98,   2525.81,   1684.10,   2473.08,   1812.69,    894.22
200006,   2192.67,   1434.41,   2112.13,   3387.72,   3070.10,   3654.97,   6710.99,   2600.94,   1647.67,   2394.91,   1918.23,    882.74
200007,   1904.68,   1269.72,   1337.40,   3482.78,   3052.93,   3779.06,   6391.18,   2467.38,   1555.64,   2834.78,   1813.36,   1636.52
200008,   1938.44,   1326.80,   1321.09,   3397.96,   3069.94,   3606.26,   5909.37,   2549.07,   1555.78,   2678.28,   1978.91,   1640.60
200009,   1905.27,   1396.41,   1452.24,   3674.91,   3213.47,   4101.64,   5827.34,   2951.79,   1537.29,   2798.03,   2184.86,   1780.84
200010,   1955.83,   1384.80,   1352.87,   3862.49,   3267.81,   3527.58,   5656.94,   3161.36,   1598.87,   2935.35,   2257.42,   1743.25
200011,   2125.44,   1429.61,   1379.25,   3772.42,   3525.11,   3283.94,   5686.11,   3129.28,   1603.27,   3065.34,   2253.89,   1709.36
200012,   2193.85,   1278.08,   1316.11,   3725.32,   3593.88,   2556.28,   4858.68,   3195.05,   1612.49,   3141.24,   2122.89,   1583.67
200101,   2329.81,   1274.40,   1425.76,   4061.08,   3931.53,   2378.51,   4683.90,   3298.73,   1733.16,   3273.09,   2317.27,   1518.34
200102,   2291.66,   1451.04,   1443.88,   3943.96,   3660.43,   2783.78,   5370.49,   2937.87,   1868.27,   3024.93,   2302.37,   1554.87
200103,   2313.06,   1429.66,   1370.86,   4028.05,   3661.03,   2085.37,   4953.66,   3130.10,   1790.82,   3027.31,   2185.18,   1532.56
200104,   2222.06,   1387.74,   1311.02,   4021.09,   3454.58,   1824.46,   4863.18,   3160.61,   1757.55,   2805.75,   2131.05,   1440.36
200105,   2277.23,   1536.99,   1457.29,   4475.30,   3624.39,   2194.54,   5006.99,   3355.83,   1893.74,   2955.30,   2235.78,   1616.92
200106,   2382.89,   1531.12,   1495.13,   4491.96,   3719.03,   2157.24,   5025.77,   3358.86,   1935.32,   3030.33,   2326.48,   1709.62
200107,   2391.99,   1396.45,   1394.41,   3752.91,   3223.15,   2172.00,   5853.02,   3471.19,   1889.92,   2894.33,   2403.05,   1552.97
200108,   2360.79,   1463.78,   1411.02,   3759.02,   3244.13,   2070.95,   5925.35,   3331.71,   2019.01,   2974.39,   2382.52,   1471.61
200109,   2431.22,   1301.76,   1371.59,   3606.71,   3256.45,   1823.11,   5407.21,   3332.88,   1899.88,   2891.46,   2252.44,   1413.31
200110,   2365.33,   1089.45,   1156.33,   3175.78,   3109.20,   1491.54,   5363.74,   3128.58,   1733.29,   2883.41,   2132.04,   1224.89
200111,   2427.71,   1097.72,   1225.01,   3339.54,   3168.70,   1750.47,   5017.50,   3165.43,   1792.03,   2934.82,   2117.31,   1255.00
200112,   2467.05,   1296.11,   1333.91,   3208.00,   3439.96,   2046.05,   5369.46,   3101.58,   1973.71,   3089.10,   2282.86,   1375.31
200201,   2544.38,   1285.47,   1384.83,   3421.91,   3429.44,   2054.32,   5572.54,   3241.04,   2084.54,   3007.87,   2382.13,   1455.05
200202,   2609.60,   1344.75,   1419.23,   3322.76,   3509.56,   2060.32,   5336.33,   3096.27,   2146.75,   2941.42,   2369.34,   1436.98
200203,   2738.93,   1383.56,   1481.80,   3508.75,   3638.32,   1802.57,   5362.80,   3070.01,   2171.56,   2929.46,   2366.06,   1473.82
200204,   2850.26,   1517.14,   1577.18,   3801.14,   3815.05,   1944.03,   5482.21,   3406.29,   2224.09,   2974.93,   2532.42,   1526.54
200205,   2942.24,   1544.24,   1569.49,   3651.41,   3709.98,   1720.66,   4894.21,   3386.17,   2195.50,   2753.67,   2509.68,   1422.31
200206,   2987.27,   1534.20,   1565.72,   3607.73,   3743.16,   1674.76,   5241.11,   3159.01,   2180.48,   2711.59,   2504.06,   1402.91
200207,   2852.95,   1378.15,   1481.72,   3935.68,   3832.69,   1426.64,   4601.03,   3104.30,   2084.36,   2335.19,   2414.11,   1432.88
200208,   2672.51,   1218.81,   1343.47,   3469.45,   3629.95,   1315.42,   4101.58,   2726.52,   1858.60,   2284.74,   2254.67,   1392.08
200209,   2760.12,   1222.20,   1311.10,   3391.62,   3687.13,   1319.06,   4169.47,   2802.77,   1892.05,   2303.60,   2322.39,   1366.66
200210,   2567.62,   1087.53,   1193.04,   3180.63,   3480.14,   1114.91,   3793.73,   2490.37,   1728.94,   2186.00,   2090.34,   1230.19
200211,   2695.94,   1061.37,   1251.45,   3302.73,   3662.81,   1343.70,   4618.92,   2466.29,   1834.71,   2315.61,   2248.21,   1287.77
200212,   2671.97,   1147.04,   1363.78,   3407.55,   3732.11,   1580.42,   5419.57,   2491.22,   1875.08,   2429.83,   2326.34,   1392.89
200301,   2666.77,   1072.54,   1313.55,   3434.46,   3675.52,   1393.26,   4982.48,   2561.04,   1755.17,   2342.33,   2248.88,   1308.02
200302,   2570.34,   1055.93,   1263.01,   3347.95,   3584.04,   1390.54,   4763.31,   2469.91,   1674.35,   2346.47,   2209.94,   1262.26
200303,   2525.26,    999.53,   1246.32,   3418.54,   3496.61,   1442.02,   4523.97,   2358.02,   1663.01,   2344.40,   2145.32,   1255.98
200304,   2468.43,   1008.96,   1235.79,   3492.65,   3706.60,   1444.26,   4568.27,   2443.46,   1755.54,   2339.02,   2152.36,   1302.67
200305,   2595.89,   1157.53,   1321.98,   3499.72,   3903.21,   1595.62,   5161.29,   2616.78,   1936.16,   2444.02,   2403.14,   1488.74
200306,   2851.90,   1186.85,   1402.54,   3808.67,   3966.83,   1776.48,   5485.91,   2867.33,   2027.46,   2560.04,   2538.92,   1563.02
200307,   2836.35,   1136.73,   1432.57,   3770.58,   3713.61,   1789.60,   5730.56,   3116.18,   2019.64,   2805.01,   2446.49,   1653.07
200308,   2807.42,   1221.52,   1526.16,   3694.46,   3815.42,   1912.16,   5644.29,   2946.41,   2096.78,   2835.94,   2564.14,   1690.99
200309,   2847.72,   1326.40,   1616.74,   3904.46,   3838.93,   2048.03,   5736.54,   3015.35,   2246.37,   2755.06,   2551.51,   1763.81
200310,   2880.53,   1282.62,   1540.85,   3843.33,   3811.89,   2051.09,   5408.77,   3124.35,   2160.80,   2766.69,   2571.85,   1763.79
200311,   3049.60,   1369.97,   1710.57,   3903.60,   4008.73,   2244.88,   5795.38,   3163.14,   2372.72,   2787.52,   2769.58,   1864.00
200312,   3167.36,   1408.24,   1762.04,   3937.69,   4120.52,   2302.63,   5855.90,   3178.21,   2410.77,   2838.64,   2809.16,   1916.06
200401,   3307.02,   1594.15,   1891.73,   4533.89,   4347.26,   2368.52,   6294.11,   3355.51,   2372.32,   3005.37,   2948.37,   2010.64
200402,   3321.85,   1588.97,   1879.82,   4607.54,   4323.09,   2489.28,   6360.05,   3410.42,   2387.49,   3113.60,   3052.24,   2056.64
200403,   3459.93,   1599.56,   1921.06,   4795.04,   4461.28,   2446.01,   6381.80,   3467.09,   2536.85,   3142.12,   3144.23,   2060.45
200404,   3473.52,   1579.07,   1915.57,   4793.47,   4471.39,   2393.08,   6246.20,   3498.11,   2579.10,   3031.60,   3069.23,   2056.32
200405,   3520.83,   1629.23,   1906.87,   4974.35,   4521.53,   2281.56,   6248.18,   3364.99,   2534.32,   3149.77,   2959.62,   2023.72
200406,   3480.83,   1596.59,   1944.43,   4998.60,   4570.55,   2410.44,   6116.16,   3393.21,   2544.24,   3152.63,   3023.83,   2076.21
200407,   3488.78,   1747.84,   2088.27,   4993.24,   4599.92,   2454.79,   5785.33,   3544.64,   2506.57,   2864.71,   2792.73,   2361.85
200408,   3292.43,   1664.15,   2009.28,   5155.94,   4441.00,   2259.19,   5768.23,   3573.60,   2436.80,   2704.45,   2736.58,   2309.63
200409,   3341.15,   1622.54,   2017.66,   5088.40,   4623.31,   2157.38,   5829.78,   3688.92,   2409.94,   2743.34,   2829.64,   2307.16
200410,   3274.81,   1674.21,   2084.39,   5535.73,   4638.99,   2246.33,   5629.72,   3730.79,   2491.81,   2707.06,   2835.50,   2395.49
200411,   3365.10,   1637.55,   2068.57,   5567.93,   4551.36,   2380.61,   5888.73,   3879.77,   2595.53,   2643.79,   2852.69,   2458.81
200412,   3558.07,   1768.33,   2233.84,   5913.38,   4850.24,   2494.29,   5982.39,   4090.62,   2693.27,   2667.15,   2976.71,   2603.44
200501,   3714.96,   1849.52,   2304.56,   5773.96,   5124.29,   2570.84,   6227.53,   4181.56,   2790.40,   2828.49,   3144.00,   2746.13
200502,   3753.94,   1734.67,   2264.82,   5948.05,   5055.13,   2418.66,   5988.90,   4248.61,   2765.53,   2712.63,   3106.37,   2695.96
200503,   3792.69,   1759.17,   2380.39,   7130.01,   5257.56,   2421.79,   5892.35,   4330.43,   2783.18,   2776.44,   3108.97,   2718.51
200504,   3780.08,   1633.63,   2345.67,   6921.10,   5201.29,   2370.81,   5925.31,   4343.06,   2799.81,   2766.30,   3005.68,   2719.68
200505,   3759.13,   1465.15,   2234.78,   6559.33,   5049.66,   2284.25,   5832.42,   4426.36,   2667.01,   2886.71,   2994.87,   2654.23
200506,   3875.90,   1589.53,   2320.46,   6709.40,   5066.53,   2498.92,   5990.64,   4484.45,   2842.26,   2933.23,   3104.03,   2732.29
200507,   3942.09,   1636.73,   2183.08,   6400.75,   4698.23,   2395.45,   5359.93,   4584.88,   2810.89,   2750.42,   3064.52,   2694.88
200508,   4097.80,   1773.89,   2336.85,   6701.35,   4891.04,   2554.31,   5315.45,   4712.06,   2966.48,   2870.30,   3123.90,   2825.20
200509,   4093.75,   1717.99,   2337.58,   7062.34,   4717.80,   2558.90,   5247.66,   4752.44,   2820.52,   2874.92,   3078.00,   2788.92
200510,   4175.52,   1643.41,   2244.82,   7621.30,   4776.12,   2591.86,   5205.72,   4949.95,   2787.47,   2844.22,   3111.68,   2842.07
200511,   4110.71,   1568.29,   2168.01,   6843.33,   4736.33,   2566.90,   5044.03,   4644.83,   2841.84,   2774.13,   3186.67,   2832.63
200512,   4188.10,   1614.81,   2290.61,   6970.20,   4856.14,   2743.04,   5211.10,   4614.90,   2979.81,   2825.70,   3335.78,   3009.68
200601,   4221.50,   1615.60,   2329.79,   7021.61,   4907.52,   2719.40,   5102.87,   4659.43,   2965.68,   2907.76,   3339.04,   3003.85
200602,   4223.80,   1707.19,   2479.50,   7901.58,   5039.45,   2849.56,   5368.92,   4793.76,   3068.52,   2989.64,   3390.14,   3075.39
200603,   4292.38,   1713.23,   2505.36,   7230.93,   5047.30,   2834.39,   5586.42,   4785.36,   3131.20,   3021.52,   3454.42,   3068.91
200604,   4329.95,   1758.29,   2630.95,   7321.79,   5044.94,   2938.21,   5684.27,   4557.33,   3211.89,   2959.83,   3480.81,   3207.11
200605,   4420.76,   1761.77,   2745.62,   7715.53,   5163.35,   2926.33,   5588.90,   4674.69,   3175.57,   2918.03,   3585.67,   3233.55
200606,   4510.43,   1769.92,   2653.52,   7420.90,   4997.11,   2737.14,   5578.47,   4726.30,   3118.22,   2856.27,   3459.61,   3155.15
200607,   3864.14,   1616.53,   2670.14,   6850.89,   4862.75,   2598.46,   5859.77,   4986.82,   3045.39,   2630.51,   3334.23,   3138.23
200608,   4012.73,   1566.49,   2553.52,   7142.53,   4772.36,   2513.70,   6024.29,   5226.41,   2926.25,   2741.92,   3391.47,   2982.23
200609,   4132.44,   1615.53,   2574.22,   6885.49,   5043.68,   2704.61,   6210.13,   5321.97,   3018.61,   2802.42,   3441.93,   3061.22
200610,   4107.14,   1698.76,   2642.00,   6659.41,   5121.75,   2830.00,   6486.02,   5198.22,   3199.37,   2850.09,   3564.60,   3127.75
200611,   4238.53,   1835.22,   2767.64,   6998.46,   5322.25,   2954.19,   6909.32,   5470.07,   3322.09,   2893.62,   3633.61,   3302.10
200612,   4328.28,   1864.22,   2908.96,   7623.81,   5435.69,   3039.16,   7125.44,   5613.73,   3274.58,   2905.81,   3671.35,   3400.13
200701,   4435.62,   1859.61,   2928.70,   7502.24,   5509.33,   3034.01,   6865.79,   5643.02,   3331.45,   2936.56,   3834.43,   3494.98
200702,   4500.71,   1902.11,   3028.83,   7400.88,   5656.25,   3121.41,   7048.62,   5699.61,   3467.13,   3045.90,   3883.46,   3588.65
200703,   4460.34,   1889.31,   2994.00,   7299.73,   5713.16,   3072.67,   6889.59,   5910.54,   3400.80,   2962.07,   3789.31,   3518.15
200704,   4558.26,   1886.62,   3087.80,   7726.13,   5987.27,   3115.69,   7107.82,   6208.41,   3431.37,   2976.99,   3795.60,   3550.12
200705,   4767.94,   2003.13,   3265.07,   8122.88,   6175.38,   3298.81,   7207.65,   6373.79,   3522.21,   3182.74,   3943.90,   3671.90
